,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,total_score
1608,1609,Tina,Smith,tina.smith.1609@gslingacademy.com,female,False,3,False,24,Software Engineer,91,69,82,87,100,93,100,622
1609,1610,Rhonda,Munoz,rhonda.munoz.1610@gslingacademy.com,female,False,0,False,5,Artist,73,100,78,77,71,61,66,526
1610,1611,Heidi,Johnson,heidi.johnson.1611@gslingacademy.com,female,False,6,False,3,Game Developer,99,66,81,69,82,73,72,542
1611,1612,Joshua,Davis,joshua.davis.1612@gslingacademy.com,male,False,6,False,5,Game Developer,88,82,99,65,83,65,98,580
1612,1613,Laura,Sanders,laura.sanders.1613@gslingacademy.com,female,False,1,False,33,Lawyer,100,82,85,68,97,81,100,613
1613,1614,Evan,Francis,evan.francis.1614@gslingacademy.com,male,False,2,False,15,Unknown,100,62,84,66,88,90,71,561
1614,1615,Cynthia,Miller,cynthia.miller.1615@gslingacademy.com,female,True,5,False,32,Banker,99,61,76,95,79,78,66,554
1615,1616,Bobby,Miller,bobby.miller.1616@gslingacademy.com,male,False,0,True,14,Banker,81,99,85,72,67,78,69,551
1616,1617,Justin,Brooks,justin.brooks.1617@gslingacademy.com,male,False,3,False,47,Doctor,90,86,98,97,99,96,85,651
1617,1618,Kayla,Krueger,kayla.krueger.1618@gslingacademy.com,female,False,4,False,6,Unknown,67,88,89,90,78,84,73,569
1618,1619,Justin,Kim,justin.kim.1619@gslingacademy.com,male,False,5,True,3,Real Estate Developer,68,91,78,63,90,95,80,565
1619,1620,Christian,Blankenship,christian.blankenship.1620@gslingacademy.com,male,False,1,True,42,Doctor,93,90,93,89,92,93,100,650
1620,1621,Todd,Williams,todd.williams.1621@gslingacademy.com,male,False,1,False,22,Construction Engineer,94,95,80,60,89,93,88,599
1621,1622,Victoria,Perez,victoria.perez.1622@gslingacademy.com,female,False,7,False,1,Business Owner,88,96,74,90,82,70,83,583
1622,1623,Madeline,Hart,madeline.hart.1623@gslingacademy.com,female,False,1,True,21,Banker,75,93,66,63,68,91,99,555
1623,1624,Christopher,Meyer,christopher.meyer.1624@gslingacademy.com,male,False,4,False,50,Doctor,99,89,87,90,87,90,95,637
1624,1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,93,64,86,82,35,73,84,517
1625,1626,Karen,Ramsey,karen.ramsey.1626@gslingacademy.com,female,False,4,False,31,Lawyer,73,95,78,79,84,89,96,594
1626,1627,Monica,Dalton,monica.dalton.1627@gslingacademy.com,female,False,6,False,5,Real Estate Developer,64,61,76,100,93,61,65,520
1627,1628,Gary,Odonnell,gary.odonnell.1628@gslingacademy.com,male,False,1,True,25,Lawyer,76,87,98,88,94,86,64,593
1628,1629,Ann,Scott,ann.scott.1629@gslingacademy.com,female,False,2,False,22,Stock Investor,91,93,82,81,95,91,70,603
1629,1630,Jessica,Jackson,jessica.jackson.1630@gslingacademy.com,female,False,8,True,1,Business Owner,70,98,51,51,96,96,70,532
1630,1631,Lauren,Morrison,lauren.morrison.1631@gslingacademy.com,female,False,5,False,26,Doctor,90,92,95,85,93,69,65,589
1631,1632,Alexander,Brown,alexander.brown.1632@gslingacademy.com,male,False,9,False,3,Business Owner,93,83,61,95,70,93,65,560
1632,1633,Thomas,Smith,thomas.smith.1633@gslingacademy.com,male,True,7,False,12,Unknown,61,99,66,99,100,70,60,555
1633,1634,Jonathan,Torres,jonathan.torres.1634@gslingacademy.com,male,False,1,False,1,Business Owner,51,69,85,61,59,81,63,469
1634,1635,Robin,Daniel,robin.daniel.1635@gslingacademy.com,female,False,4,True,18,Unknown,91,72,69,88,92,61,76,549
1635,1636,Anthony,Peterson,anthony.peterson.1636@gslingacademy.com,male,False,3,False,27,Accountant,96,64,76,97,81,87,99,600
1636,1637,Ashley,Blankenship,ashley.blankenship.1637@gslingacademy.com,female,False,5,False,24,Software Engineer,93,75,84,66,74,99,66,557
1637,1638,Jennifer,Stewart,jennifer.stewart.1638@gslingacademy.com,female,False,1,True,19,Unknown,70,96,60,87,92,63,95,563
1638,1639,James,Compton,james.compton.1639@gslingacademy.com,male,False,2,False,47,Doctor,90,90,93,87,93,99,100,652
1639,1640,David,Bates,david.bates.1640@gslingacademy.com,male,False,1,False,11,Unknown,69,78,80,60,76,86,96,545
1640,1641,Stephanie,Green,stephanie.green.1641@gslingacademy.com,female,False,2,False,29,Software Engineer,89,90,72,98,96,84,87,616
1641,1642,Garrett,Nichols,garrett.nichols.1642@gslingacademy.com,male,False,2,True,14,Software Engineer,86,99,90,61,66,96,87,585
1642,1643,Erica,Lopez,erica.lopez.1643@gslingacademy.com,female,False,5,False,4,Artist,80,61,89,98,73,90,88,579
1643,1644,Lisa,Benitez,lisa.benitez.1644@gslingacademy.com,female,False,4,False,15,Software Engineer,93,77,85,95,60,99,67,576
1644,1645,Cheryl,Gutierrez,cheryl.gutierrez.1645@gslingacademy.com,female,False,5,False,32,Software Engineer,87,91,86,96,65,77,83,585
1645,1646,Stephen,Hawkins,stephen.hawkins.1646@gslingacademy.com,male,False,7,False,33,Stock Investor,86,88,96,86,87,99,80,622
1646,1647,Natalie,Williams,natalie.williams.1647@gslingacademy.com,female,False,4,True,29,Software Engineer,87,80,97,98,91,64,97,614
1647,1648,Anthony,Arnold,anthony.arnold.1648@gslingacademy.com,male,False,2,False,31,Lawyer,96,83,97,100,85,92,69,622
1648,1649,Deanna,Coleman,deanna.coleman.1649@gslingacademy.com,female,False,5,False,29,Lawyer,90,89,70,90,83,82,87,591
1649,1650,Lisa,Barber,lisa.barber.1650@gslingacademy.com,female,True,5,False,0,Business Owner,89,65,65,91,76,91,92,569
1650,1651,Stephanie,Miller,stephanie.miller.1651@gslingacademy.com,female,True,6,False,1,Business Owner,98,62,75,72,81,73,93,554
1651,1652,Amy,White,amy.white.1652@gslingacademy.com,female,False,3,False,42,Doctor,99,100,87,96,93,92,88,655
1652,1653,Beverly,Chavez,beverly.chavez.1653@gslingacademy.com,female,True,9,True,2,Business Owner,99,65,100,93,91,60,83,591
1653,1654,Richard,Cortez,richard.cortez.1654@gslingacademy.com,male,False,3,False,1,Real Estate Developer,55,81,72,100,87,85,94,574
1654,1655,Kevin,Morgan,kevin.morgan.1655@gslingacademy.com,male,False,1,False,11,Government Officer,86,87,64,74,60,89,84,544
1655,1656,Emily,Hebert,emily.hebert.1656@gslingacademy.com,female,True,4,False,18,Software Engineer,89,65,60,70,86,62,74,506
1656,1657,Lori,Roberts,lori.roberts.1657@gslingacademy.com,female,False,2,True,35,Software Engineer,94,97,90,93,85,95,92,646
1657,1658,Robert,Kirby,robert.kirby.1658@gslingacademy.com,male,False,1,False,1,Game Developer,85,61,100,75,70,89,80,560
1658,1659,Eric,Ross,eric.ross.1659@gslingacademy.com,male,True,0,False,12,Unknown,78,70,90,68,90,87,77,560
1659,1660,Rachael,Perry,rachael.perry.1660@gslingacademy.com,female,False,2,False,21,Banker,75,67,64,80,79,77,80,522
1660,1661,Kenneth,Gallagher,kenneth.gallagher.1661@gslingacademy.com,male,False,2,True,18,Construction Engineer,82,61,89,88,74,78,72,544
1661,1662,Thomas,Scott,thomas.scott.1662@gslingacademy.com,male,True,6,False,5,Business Owner,41,53,64,62,79,50,65,414
1662,1663,Elizabeth,Jones,elizabeth.jones.1663@gslingacademy.com,female,False,5,False,2,Business Owner,44,79,83,50,52,79,96,483
1663,1664,Matthew,Bartlett,matthew.bartlett.1664@gslingacademy.com,male,False,5,True,27,Lawyer,81,94,61,86,72,97,82,573
1664,1665,Kendra,Perez,kendra.perez.1665@gslingacademy.com,female,True,6,False,18,Banker,77,90,74,65,100,76,80,562
1665,1666,Daniel,Brewer,daniel.brewer.1666@gslingacademy.com,male,False,2,False,28,Software Engineer,97,97,70,94,66,83,66,573
1666,1667,Cody,Tyler,cody.tyler.1667@gslingacademy.com,male,False,5,False,1,Business Owner,66,83,79,65,57,61,86,497
1667,1668,Nicholas,Conrad,nicholas.conrad.1668@gslingacademy.com,male,False,7,False,42,Doctor,91,96,96,90,97,85,98,653
1668,1669,Emma,Morris,emma.morris.1669@gslingacademy.com,female,False,8,False,21,Accountant,76,84,95,66,84,74,64,543
1669,1670,David,Brown,david.brown.1670@gslingacademy.com,male,False,4,False,31,Software Engineer,97,93,60,90,85,72,83,580
1670,1671,Charlotte,Zuniga,charlotte.zuniga.1671@gslingacademy.com,female,False,8,False,34,Lawyer,83,94,93,62,92,98,94,616
1671,1672,Luis,Knight,luis.knight.1672@gslingacademy.com,male,False,1,True,5,Real Estate Developer,98,83,93,73,100,82,81,610
1672,1673,Matthew,Moore,matthew.moore.1673@gslingacademy.com,male,False,3,False,46,Doctor,91,88,88,91,85,95,88,626
1673,1674,Jennifer,Chan,jennifer.chan.1674@gslingacademy.com,female,False,3,False,9,Government Officer,82,84,93,89,88,76,98,610
1674,1675,Christopher,Evans,christopher.evans.1675@gslingacademy.com,male,False,5,False,26,Lawyer,77,86,62,85,72,98,90,570
1675,1676,Tara,Haynes,tara.haynes.1676@gslingacademy.com,female,False,3,False,31,Software Engineer,95,98,76,61,87,72,100,589
1676,1677,Jason,Flores,jason.flores.1677@gslingacademy.com,male,False,4,False,27,Writer,80,76,71,62,92,99,77,557
1677,1678,David,Flores,david.flores.1678@gslingacademy.com,male,True,7,False,28,Software Engineer,89,79,97,61,64,79,72,541
1678,1679,Patricia,Rivera,patricia.rivera.1679@gslingacademy.com,female,False,3,True,5,Government Officer,69,87,91,82,86,77,80,572
1679,1680,Alexis,Freeman,alexis.freeman.1680@gslingacademy.com,female,False,2,False,4,Business Owner,76,72,58,66,66,62,60,460
1680,1681,Scott,Baxter,scott.baxter.1681@gslingacademy.com,male,False,1,False,33,Doctor,85,97,95,97,98,84,94,650
1681,1682,Kyle,Rubio,kyle.rubio.1682@gslingacademy.com,male,False,3,False,16,Banker,79,100,72,89,68,99,76,583
1682,1683,Nancy,Montes,nancy.montes.1683@gslingacademy.com,female,False,1,False,15,Teacher,85,76,63,62,74,82,96,538
1683,1684,Andre,Graham,andre.graham.1684@gslingacademy.com,male,False,7,False,10,Government Officer,78,69,87,93,83,94,75,579
1684,1685,Christine,Rivera,christine.rivera.1685@gslingacademy.com,female,False,0,True,18,Unknown,62,91,86,88,80,62,75,544
1685,1686,William,Holt,william.holt.1686@gslingacademy.com,male,False,1,False,12,Stock Investor,93,86,61,71,98,79,87,575
1686,1687,Tammy,Morris,tammy.morris.1687@gslingacademy.com,female,False,3,False,25,Banker,94,76,100,60,80,94,61,565
1687,1688,Kimberly,Bates,kimberly.bates.1688@gslingacademy.com,female,False,3,False,23,Banker,95,83,94,83,75,99,75,604
1688,1689,Sheena,Murphy,sheena.murphy.1689@gslingacademy.com,female,False,6,False,8,Real Estate Developer,81,67,93,65,87,84,79,556
1689,1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,False,4,False,32,Accountant,87,100,60,99,45,73,86,550
1690,1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,True,10,False,0,Business Owner,55,86,54,78,55,60,88,476
1691,1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,False,8,False,0,Business Owner,77,71,68,53,70,72,69,480
1692,1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,False,1,False,6,Stock Investor,82,79,60,80,65,64,71,501
1693,1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,False,6,False,5,Artist,81,97,88,81,63,88,67,565
1694,1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,False,0,False,16,Software Engineer,99,70,86,61,70,90,66,542
1695,1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,False,5,True,4,Real Estate Developer,87,77,64,84,84,94,80,570
1696,1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,True,8,False,2,Business Owner,94,62,100,87,91,89,93,616
1697,1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,False,2,False,35,Unknown,98,92,91,89,95,92,90,647
1698,1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,False,2,True,34,Lawyer,97,89,76,61,91,91,70,575
1699,1700,Nicole,Weeks,nicole.weeks.1700@gslingacademy.com,female,False,1,False,7,Designer,83,81,70,90,73,89,87,573
1700,1701,Ricky,Walker,ricky.walker.1701@gslingacademy.com,male,False,0,False,14,Construction Engineer,92,92,92,66,90,68,66,566
1701,1702,Whitney,Walls,whitney.walls.1702@gslingacademy.com,female,False,1,False,24,Doctor,100,74,80,84,85,82,74,579
1702,1703,Catherine,May,catherine.may.1703@gslingacademy.com,female,False,4,False,25,Software Engineer,86,69,79,85,63,82,77,541
1703,1704,Joel,Williams,joel.williams.1704@gslingacademy.com,male,False,8,False,3,Business Owner,48,80,73,67,84,99,83,534
1704,1705,Daisy,Ellis,daisy.ellis.1705@gslingacademy.com,female,True,7,True,0,Business Owner,69,56,71,84,52,71,88,491
1705,1706,Deborah,Miller,deborah.miller.1706@gslingacademy.com,female,False,2,False,33,Unknown,73,84,97,64,87,82,70,557
1706,1707,David,Hoffman,david.hoffman.1707@gslingacademy.com,male,False,3,False,12,Unknown,82,81,78,95,60,88,72,556
1707,1708,Rebecca,Pearson,rebecca.pearson.1708@gslingacademy.com,female,False,3,True,1,Artist,90,96,89,88,94,73,77,607
1708,1709,Mitchell,Walker,mitchell.walker.1709@gslingacademy.com,male,False,5,True,19,Stock Investor,85,66,61,85,75,94,76,542
1709,1710,James,Sherman,james.sherman.1710@gslingacademy.com,male,False,2,False,2,Designer,82,73,64,95,87,73,99,573
1710,1711,Justin,Johnson,justin.johnson.1711@gslingacademy.com,male,False,4,False,3,Game Developer,80,61,96,89,96,61,80,563
1711,1712,Brenda,Morales,brenda.morales.1712@gslingacademy.com,female,False,10,True,1,Business Owner,41,53,98,67,61,83,97,500
1712,1713,Jesse,Melton,jesse.melton.1713@gslingacademy.com,male,False,1,False,48,Doctor,99,93,88,92,99,94,95,660
1713,1714,Jon,Mendoza,jon.mendoza.1714@gslingacademy.com,male,False,2,False,32,Lawyer,95,95,92,61,63,81,100,587
1714,1715,Samantha,Anderson,samantha.anderson.1715@gslingacademy.com,female,False,6,False,1,Unknown,76,69,100,88,65,96,70,564
1715,1716,Lindsay,Love,lindsay.love.1716@gslingacademy.com,female,False,1,False,22,Doctor,91,92,81,98,88,76,99,625
1716,1717,John,Benson,john.benson.1717@gslingacademy.com,male,False,5,False,16,Banker,98,75,69,65,67,79,72,525
1717,1718,Isaiah,Cruz,isaiah.cruz.1718@gslingacademy.com,male,True,6,False,15,Construction Engineer,90,71,93,73,80,78,69,554
1718,1719,Brian,Baker,brian.baker.1719@gslingacademy.com,male,False,3,True,26,Software Engineer,85,68,73,94,88,86,77,571
1719,1720,Joshua,Dillon,joshua.dillon.1720@gslingacademy.com,male,False,5,False,46,Doctor,100,97,94,87,89,91,100,658
1720,1721,Christopher,Stephens,christopher.stephens.1721@gslingacademy.com,male,True,4,False,31,Scientist,77,81,80,95,80,74,80,567
1721,1722,Kimberly,Shaw,kimberly.shaw.1722@gslingacademy.com,female,False,10,False,4,Business Owner,92,98,60,74,63,89,80,556
1722,1723,Colleen,Vargas,colleen.vargas.1723@gslingacademy.com,female,False,9,False,5,Business Owner,53,87,60,94,93,65,88,540
1723,1724,Mark,Mathews,mark.mathews.1724@gslingacademy.com,male,False,6,False,21,Accountant,79,74,78,97,87,85,79,579
1724,1725,Teresa,Lopez,teresa.lopez.1725@gslingacademy.com,female,False,2,False,26,Designer,85,89,72,80,99,94,90,609
1725,1726,Laura,Allen,laura.allen.1726@gslingacademy.com,female,False,1,False,3,Artist,99,85,60,81,75,78,78,556
1726,1727,Lisa,Sosa,lisa.sosa.1727@gslingacademy.com,female,False,1,True,11,Banker,99,91,73,77,81,75,90,586
1727,1728,Drew,Nelson,drew.nelson.1728@gslingacademy.com,male,False,6,False,5,Business Owner,65,68,74,50,98,60,83,498
1728,1729,Kimberly,Brooks,kimberly.brooks.1729@gslingacademy.com,female,False,8,True,19,Software Engineer,94,83,72,63,65,63,74,514
1729,1730,Carla,Lopez,carla.lopez.1730@gslingacademy.com,female,True,7,False,3,Business Owner,73,52,89,85,74,66,79,518
1730,1731,Keith,Smith,keith.smith.1731@gslingacademy.com,male,True,5,False,15,Software Engineer,85,76,61,93,98,87,67,567
1731,1732,Eric,Erickson,eric.erickson.1732@gslingacademy.com,male,False,4,False,32,Lawyer,87,82,74,77,100,93,65,578
1732,1733,Juan,Baker,juan.baker.1733@gslingacademy.com,male,True,5,False,4,Business Owner,77,58,90,72,75,88,90,550
1733,1734,Kyle,Harrison,kyle.harrison.1734@gslingacademy.com,male,False,1,False,31,Scientist,85,60,92,92,85,62,84,560
1734,1735,Duane,Meyers,duane.meyers.1735@gslingacademy.com,male,False,2,False,19,Software Engineer,91,69,90,76,79,80,82,567
1735,1736,Marissa,May,marissa.may.1736@gslingacademy.com,female,False,1,False,16,Software Engineer,86,96,83,78,71,78,75,567
1736,1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,False,1,False,29,Lawyer,78,80,72,65,90,99,95,579
1737,1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,False,3,False,26,Lawyer,71,92,92,96,81,81,85,598
1738,1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,True,4,False,27,Lawyer,72,85,92,83,84,96,81,593
1739,1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,False,3,False,35,Software Engineer,88,92,88,100,89,94,87,638
1740,1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,False,5,False,26,Unknown,68,100,94,69,93,64,93,581
1741,1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,True,2,False,28,Doctor,81,75,94,93,87,77,67,574
1742,1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,True,1,False,32,Banker,92,69,92,91,82,89,69,584
1743,1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,False,0,False,33,Accountant,84,64,82,81,85,84,89,569
1744,1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,False,2,True,18,Stock Investor,89,60,82,90,96,67,68,552
1745,1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,False,1,False,18,Software Engineer,94,66,84,92,71,81,99,587
1746,1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,False,1,True,9,Unknown,64,89,91,99,60,98,93,594
1747,1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,True,5,False,25,Stock Investor,81,88,85,90,93,62,96,595
1748,1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,False,1,True,18,Teacher,80,93,89,79,89,93,100,623
1749,1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,False,4,False,3,Unknown,75,65,66,79,91,82,72,530
1750,1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,False,4,True,34,Lawyer,87,90,98,90,83,94,84,626
1751,1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,False,7,False,4,Business Owner,58,50,73,54,94,51,74,454
1752,1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,False,3,False,14,Government Officer,60,90,87,91,78,77,82,565
1753,1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,True,5,False,8,Real Estate Developer,91,70,88,68,88,63,68,536
1754,1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,False,3,False,35,Scientist,95,97,89,97,99,85,92,654
1755,1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,False,3,False,2,Artist,70,100,92,73,67,68,76,546
1756,1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,False,2,False,27,Lawyer,76,100,94,81,60,85,73,569
1757,1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,False,5,False,20,Accountant,79,65,78,65,57,99,92,535
1758,1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,False,4,False,21,Software Engineer,92,96,92,63,73,60,81,557
1759,1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,False,5,False,6,Government Officer,89,73,71,97,78,99,60,567
1760,1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,False,3,False,18,Banker,85,95,77,71,75,95,94,592
1761,1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,False,2,False,7,Real Estate Developer,92,66,88,91,61,84,69,551
1762,1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,False,2,False,24,Software Engineer,87,63,79,81,95,75,64,544
1763,1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,False,5,False,21,Accountant,77,77,97,66,87,73,75,552
1764,1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,False,10,False,2,Business Owner,73,56,59,62,58,83,80,471
1765,1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,True,0,False,34,Lawyer,91,85,81,93,100,87,77,614
1766,1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,False,7,True,0,Business Owner,76,96,89,83,78,54,61,537
1767,1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,False,4,False,17,Software Engineer,86,70,94,96,74,67,60,547
1768,1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,False,5,False,10,Banker,81,77,88,92,65,92,87,582
1769,1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,False,4,True,35,Lawyer,98,88,88,89,90,90,90,633
1770,1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,False,3,False,27,Software Engineer,88,67,96,70,66,76,71,534
1771,1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,False,2,True,30,Scientist,85,83,94,100,89,68,89,608
1772,1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,False,2,False,35,Lawyer,90,89,96,94,100,88,85,642
1773,1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,True,5,False,5,Game Developer,97,83,93,67,85,63,66,554
1774,1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,False,6,True,10,Government Officer,78,84,71,93,78,78,87,569
1775,1776,Julie,Black,julie.black.1776@gslingacademy.com,female,True,8,False,1,Business Owner,53,98,90,81,61,65,93,541
1776,1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,True,10,False,0,Business Owner,77,53,92,98,56,53,93,522
1777,1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,True,3,False,30,Lawyer,97,88,94,75,66,91,64,575
1778,1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,False,4,False,3,Business Owner,88,100,58,59,96,64,87,552
1779,1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,False,3,True,18,Construction Engineer,98,67,80,68,80,88,85,566
1780,1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,True,8,True,0,Business Owner,92,78,78,85,94,94,73,594
1781,1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,True,5,False,15,Software Engineer,92,92,74,96,95,77,76,602
1782,1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,True,3,False,43,Doctor,86,99,87,88,99,89,86,634
1783,1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,False,5,False,16,Designer,91,69,97,76,97,81,86,597
1784,1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,92,75,100,78,32,84,69,530
1785,1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,False,2,False,2,Game Developer,82,75,93,67,69,65,74,525
1786,1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,False,1,False,34,Lawyer,99,81,92,86,65,99,79,601
1787,1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,True,2,False,34,Software Engineer,95,90,65,84,86,88,94,602
1788,1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,False,3,False,18,Software Engineer,100,93,99,65,72,79,88,596
1789,1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,False,5,True,21,Unknown,79,86,84,84,63,82,94,572
1790,1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,True,3,True,3,Business Owner,80,95,96,96,94,84,93,638
1791,1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,False,4,False,31,Doctor,93,81,88,90,89,95,81,617
1792,1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,False,5,True,17,Software Engineer,95,75,79,79,93,85,71,577
1793,1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,False,0,False,10,Banker,81,92,76,81,73,92,63,558
1794,1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,False,1,False,5,Designer,75,88,63,64,84,74,72,520
1795,1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,False,4,False,8,Stock Investor,80,69,70,60,71,60,89,499
1796,1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,False,4,False,3,Business Owner,52,81,62,77,74,91,92,529
1797,1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,False,3,False,30,Doctor,95,94,82,87,93,93,90,634
1798,1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,False,2,False,20,Accountant,99,70,97,93,87,90,88,624
1799,1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,True,5,False,25,Software Engineer,85,87,68,74,74,85,68,541
1800,1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,False,4,True,23,Construction Engineer,96,89,86,84,64,60,66,545
1801,1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,False,7,False,3,Game Developer,91,63,86,81,90,98,63,572
1802,1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,True,1,False,24,Software Engineer,89,82,76,92,97,66,60,562
1803,1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,False,1,False,37,Doctor,98,87,96,89,100,85,91,646
1804,1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,False,2,False,28,Unknown,100,82,72,97,74,75,81,581
1805,1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,False,2,False,5,Business Owner,75,71,68,91,79,62,94,540
1806,1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,False,3,False,6,Real Estate Developer,74,63,74,63,78,90,83,525
1807,1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,False,7,False,40,Doctor,85,99,87,85,91,88,90,625
1808,1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,False,3,True,35,Unknown,86,87,97,92,85,99,86,632
1809,1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,False,4,True,34,Doctor,91,71,99,96,85,79,74,595
1810,1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,False,2,False,24,Software Engineer,90,76,100,73,90,64,86,579
1811,1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,False,6,False,35,Scientist,91,91,92,95,98,91,85,643
1812,1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,True,6,False,0,Business Owner,80,83,93,81,95,87,61,580
1813,1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,False,1,False,35,Doctor,95,89,92,87,95,86,93,637
1814,1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,False,5,True,18,Unknown,94,97,69,81,100,68,68,577
1815,1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,True,1,True,1,Business Owner,54,55,50,100,77,61,78,475
1816,1817,William,Khan,william.khan.1817@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85,60,96,81,83,572
